title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price
Suzuki Karimun Estilo Manual 2007,Suzuki,Karimun,Estilo,2007,Manual,1," 65,000,000 "," 65,000,000 "," 65,000,000 ",109500000
BMW 530i M Sport Automatic 2018,BMW,530i,M Sport,2018,Automatic,1," 535,000,000 "," 535,000,000 "," 535,000,000 ",1429000000
Porsche 718 Boxster S Automatic 2021,Porsche,718,Boxster S,2021,Automatic,1," 2,450,000,000 "," 2,450,000,000 "," 2,450,000,000 ",
Mercedes-Benz AMG GT 53 4MATIC+ Automatic 2022,Mercedes-Benz,AMG GT,53 4MATIC+,2022,Automatic,1," 2,550,000,000 "," 2,550,000,000 "," 2,550,000,000 ",
Toyota Yaris Cross S HV with GR Parts Aero Pkg Automatic 2024,Toyota,Yaris Cross,S HV with GR Parts Aero Pkg,2024,Automatic,1," 349,000,000 "," 349,000,000 "," 349,000,000 ",440600000
Toyota Kijang Minibus DLX Long (LSX) Manual 2000,Toyota,Kijang,Minibus DLX Long (LSX),2000,Manual,1," 75,000,000 "," 75,000,000 "," 75,000,000 ",
Datsun GO T Manual 2015,Datsun,GO,T,2015,Manual,1," 83,000,000 "," 83,000,000 "," 83,000,000 "," 99,900,000 "
Hyundai Tucson CRDi Automatic 2011,Hyundai,Tucson,CRDi,2011,Automatic,1," 110,000,000 "," 110,000,000 "," 110,000,000 ",
Toyota Corolla SE-G Automatic 1995,Toyota,Corolla,SE-G,1995,Automatic,1," 53,000,000 "," 53,000,000 "," 53,000,000 ",
Mitsubishi Colt L300 Minibus Manual 2017,Mitsubishi,Colt L300,Minibus,2017,Manual,1," 120,000,000 "," 120,000,000 "," 120,000,000 ",233500000
Mazda 5 SKYACTIV-G Automatic 2017,Mazda,5,SKYACTIV-G,2017,Automatic,1," 170,000,000 "," 170,000,000 "," 170,000,000 ",
Toyota Kijang Innova V Manual 2004,Toyota,Kijang Innova,V,2004,Manual,1," 107,000,000 "," 107,000,000 "," 107,000,000 ",211900000
Mazda CX-3 Grand Touring Automatic 2020,Mazda,CX-3,Grand Touring,2020,Automatic,1," 265,000,000 "," 265,000,000 "," 265,000,000 ",499800000
Daihatsu Zebra Master Box Manual 2006,Daihatsu,Zebra Master,Box,2006,Manual,1," 35,000,000 "," 35,000,000 "," 35,000,000 ",
Mitsubishi Colt L300 Pick Up Standard Manual 2008,Mitsubishi,Colt L300,Pick Up Standard,2008,Manual,1," 94,000,000 "," 94,000,000 "," 94,000,000 ",131000000
Daihatsu Xenia R ADS SC Manual 2022,Daihatsu,Xenia,R ADS SC,2022,Manual,1," 185,000,000 "," 185,000,000 "," 185,000,000 ",
Suzuki Carry Pick Up Wide Deck Manual 2022,Suzuki,Carry,Pick Up Wide Deck,2022,Manual,1," 115,000,000 "," 115,000,000 "," 115,000,000 ",162600000
Nissan Serena X Automatic 2022,Nissan,Serena,X,2022,Automatic,1," 243,000,000 "," 243,000,000 "," 243,000,000 ",484000000
Mazda CX-5 Kuro Edition AWD Automatic 2025,Mazda,CX-5,Kuro Edition AWD,2025,Automatic,1," 564,000,000 "," 564,000,000 "," 564,000,000 ",643300000
KIA Seltos EX Automatic 2024,KIA,Seltos,EX,2024,Automatic,1," 200,000,000 "," 200,000,000 "," 200,000,000 ",342500000
Mitsubishi Colt Diesel FE 101 4 Wheel Manual 1980,Mitsubishi,Colt Diesel,FE 101 4 Wheel,1980,Manual,1," 35,000,000 "," 35,000,000 "," 35,000,000 ",
Mitsubishi Xpander Black Edition Automatic 2020,Mitsubishi,Xpander,Black Edition,2020,Automatic,1," 222,000,000 "," 222,000,000 "," 222,000,000 ",269200000
Toyota Fortuner G Automatic 2024,Toyota,Fortuner,G,2024,Automatic,1," 369,000,000 "," 369,000,000 "," 369,000,000 ",564200000
Toyota Kijang Deluxe SSX Manual 1992,Toyota,Kijang,Deluxe SSX,1992,Manual,1," 30,000,000 "," 30,000,000 "," 30,000,000 ",
Mazda 2 V Manual 2012,Mazda,2,V,2012,Manual,1," 107,000,000 "," 107,000,000 "," 107,000,000 "," 193,800,000 "
Hyundai H-1 XG Next Generation Automatic 2016,Hyundai,H-1,XG Next Generation,2016,Automatic,1," 206,000,000 "," 206,000,000 "," 206,000,000 "," 429,500,000 "
BMW X2 sDrive18i M Sport X Automatic 2018,BMW,X2,sDrive18i M Sport X,2018,Automatic,1," 524,000,000 "," 524,000,000 "," 524,000,000 ",839000000
Jeep Wrangler Sahara Unlimited Automatic 2021,Jeep,Wrangler,Sahara Unlimited,2021,Automatic,1," 1,476,000,000 "," 1,476,000,000 "," 1,476,000,000 ",1700000000
KIA Carens Premiere Captain Seat 6 Seater Automatic 2022,KIA,Carens,Premiere Captain Seat 6 Seater,2022,Automatic,1," 315,000,000 "," 315,000,000 "," 315,000,000 ",407600000
Suzuki Carry Pick Up Wide Deck AC/PS Manual 2024,Suzuki,Carry,Pick Up Wide Deck AC/PS,2024,Manual,1," 129,000,000 "," 129,000,000 "," 129,000,000 ",175500000
Honda HR-V S Automatic 2023,Honda,HR-V,S,2023,Automatic,1," 294,000,000 "," 294,000,000 "," 294,000,000 ",375900000
Toyota Avanza E Standard Lux Automatic 2021,Toyota,Avanza,E Standard Lux,2021,Automatic,1," 167,000,000 "," 167,000,000 "," 167,000,000 ",
Honda City E Manual 2009,Honda,City,E,2009,Manual,1," 110,000,000 "," 110,000,000 "," 110,000,000 ",278000000
Isuzu Panther New Royale Manual 2000,Isuzu,Panther,New Royale,2000,Manual,1," 62,000,000 "," 62,000,000 "," 62,000,000 ",
Honda Jazz RS Automatic 2021,Honda,Jazz,RS,2021,Automatic,1," 116,000,000 "," 116,000,000 "," 116,000,000 ",300000000
Daihatsu Rocky R TC Manual 2021,Daihatsu,Rocky,R TC,2021,Manual,1," 180,000,000 "," 180,000,000 "," 180,000,000 ",239100000
Toyota Kijang MINIBUS GL Long (LGX) Manual 1997,Toyota,Kijang,MINIBUS GL Long (LGX),1997,Manual,1," 69,000,000 "," 69,000,000 "," 69,000,000 ",
Toyota Land Cruiser VX Sahara Automatic 2003,Toyota,Land Cruiser,VX Sahara,2003,Automatic,1," 775,000,000 "," 775,000,000 "," 775,000,000 ",
Mitsubishi Xpander Ultimate Automatic 2025,Mitsubishi,Xpander,Ultimate,2025,Automatic,1," 257,000,000 "," 257,000,000 "," 257,000,000 ",322900000
Isuzu Panther Hi-Sporty Manual 1997,Isuzu,Panther,Hi-Sporty,1997,Manual,1," 53,000,000 "," 53,000,000 "," 53,000,000 ",
Isuzu Panther LS Hi Grade Manual 2000,Isuzu,Panther,LS Hi Grade,2000,Manual,1," 89,000,000 "," 89,000,000 "," 89,000,000 ",
Toyota Soluna XLi Manual 2002,Toyota,Soluna,XLi,2002,Manual,1," 38,000,000 "," 38,000,000 "," 38,000,000 ",
BMW M2 Purist Manual 2023,BMW,M2,Purist,2023,Manual,1," 1,470,000,000 "," 1,470,000,000 "," 1,470,000,000 ",1938000000
Ford Ranger XLT Automatic 2022,Ford,Ranger,XLT,2022,Automatic,1," 247,000,000 "," 247,000,000 "," 247,000,000 ",658000000
Honda Brio Satya S Manual 2023,Honda,Brio,Satya S,2023,Manual,1," 147,000,000 "," 147,000,000 "," 147,000,000 ",165900000
Daihatsu Terios TX Manual 2010,Daihatsu,Terios,TX,2010,Manual,1," 118,000,000 "," 118,000,000 "," 118,000,000 ",178100000
Honda CR-Z Hybrid Automatic 2013,Honda,CR-Z,Hybrid,2013,Automatic,1," 217,000,000 "," 217,000,000 "," 217,000,000 "," 495,000,000 "
Chevrolet TRAX LT Automatic 2016,Chevrolet,TRAX,LT,2016,Automatic,1," 131,000,000 "," 131,000,000 "," 131,000,000 "," 279,000,000 "
KIA Sportage EX Automatic 2012,KIA,Sportage,EX,2012,Automatic,1," 115,000,000 "," 115,000,000 "," 115,000,000 "," 315,000,000 "
Daihatsu Terios TX Automatic 2010,Daihatsu,Terios,TX,2010,Automatic,1," 145,000,000 "," 145,000,000 "," 145,000,000 ",188400000
Honda Mobilio RS Manual 2015,Honda,Mobilio,RS,2015,Manual,1," 150,000,000 "," 150,000,000 "," 150,000,000 "," 217,500,000 "
Maserati GranTurismo S Automatic 2011,Maserati,GranTurismo,S,2011,Automatic,1," 925,000,000 "," 925,000,000 "," 925,000,000 ",
Toyota Land Cruiser Fj40 Hardtop Manual 1978,Toyota,Land Cruiser,Fj40 Hardtop,1978,Manual,1," 177,000,000 "," 177,000,000 "," 177,000,000 ",
Ford EcoSport Titanium Manual 2015,Ford,EcoSport,Titanium,2015,Manual,1," 109,000,000 "," 109,000,000 "," 109,000,000 "," 245,900,000 "
Toyota Kijang Deluxe LSX Manual 1995,Toyota,Kijang,Deluxe LSX,1995,Manual,1," 48,000,000 "," 48,000,000 "," 48,000,000 ",
Toyota Avanza E Manual 2010,Toyota,Avanza,E,2010,Manual,1," 94,000,000 "," 94,000,000 "," 94,000,000 ",134150000
Ford Everest XLT 4X2 Manual 2012,Ford,Everest,XLT 4X2,2012,Manual,1," 169,000,000 "," 169,000,000 "," 169,000,000 ",
Nissan Juke Revolt Black Interior Automatic 2017,Nissan,Juke,Revolt Black Interior,2017,Automatic,1," 175,000,000 "," 175,000,000 "," 175,000,000 ",311300000
Mercedes-Benz C200 Avantgarde Automatic 2009,Mercedes-Benz,C200,Avantgarde,2009,Automatic,1," 135,000,000 "," 135,000,000 "," 135,000,000 ",
Mazda RX-8 Sport Automatic 2008,Mazda,RX-8,Sport,2008,Automatic,1," 220,000,000 "," 220,000,000 "," 220,000,000 ",
Nissan Navara VL Automatic 2017,Nissan,Navara,VL,2017,Automatic,1," 310,000,000 "," 310,000,000 "," 310,000,000 ",430000000
Jeep Wrangler Sahara Unlimited 4 Door Automatic 2023,Jeep,Wrangler,Sahara Unlimited 4 Door,2023,Automatic,1," 1,675,000,000 "," 1,675,000,000 "," 1,675,000,000 ",1835000000
Jeep CJ-7 Express Manual 1985,Jeep,CJ-7,Express,1985,Manual,1," 137,000,000 "," 137,000,000 "," 137,000,000 ",
Daihatsu Terios R Custom Manual 2016,Daihatsu,Terios,R Custom,2016,Manual,1," 160,000,000 "," 160,000,000 "," 160,000,000 "," 233,100,000 "
Daihatsu Xenia Xi Sporty Manual 2010,Daihatsu,Xenia,Xi Sporty,2010,Manual,1," 80,000,000 "," 80,000,000 "," 80,000,000 ",140200000
Mazda 6 SKYACTIV-G Automatic 2017,Mazda,6,SKYACTIV-G,2017,Automatic,1," 249,000,000 "," 249,000,000 "," 249,000,000 ",634200000
Hyundai Tucson GLS Automatic 2013,Hyundai,Tucson,GLS,2013,Automatic,1," 105,000,000 "," 105,000,000 "," 105,000,000 "," 320,500,000 "
Suzuki Katana GX Manual 1998,Suzuki,Katana,GX,1998,Manual,1," 90,000,000 "," 90,000,000 "," 90,000,000 ",
Suzuki Carry Pick Up Wide Deck AC/PS Manual 2019,Suzuki,Carry,Pick Up Wide Deck AC/PS,2019,Manual,1," 110,000,000 "," 110,000,000 "," 110,000,000 ",146100000
Toyota Fortuner SRZ TRD 4X2 Automatic 2020,Toyota,Fortuner,SRZ TRD 4X2,2020,Automatic,1," 309,000,000 "," 309,000,000 "," 309,000,000 ",554200000
Daihatsu Feroza Special Edition Manual 1996,Daihatsu,Feroza,Special Edition,1996,Manual,1," 47,000,000 "," 47,000,000 "," 47,000,000 ",
Mitsubishi Colt Diesel FE73 110PS (6 Wheels) Manual 2008,Mitsubishi,Colt Diesel,FE73 110PS (6 Wheels),2008,Manual,1," 175,000,000 "," 175,000,000 "," 175,000,000 ",
Toyota Land Cruiser Prado J120 Manual 2007,Toyota,Land Cruiser Prado,J120,2007,Manual,1," 315,000,000 "," 315,000,000 "," 315,000,000 ",
Toyota Corolla SE-G Automatic 1999,Toyota,Corolla,SE-G,1999,Automatic,1," 80,000,000 "," 80,000,000 "," 80,000,000 ",
Toyota Land Cruiser 200 Full spec Automatic 2009,Toyota,Land Cruiser,200 Full spec,2009,Automatic,1," 860,000,000 "," 860,000,000 "," 860,000,000 ",
Hyundai Santa Fe Signature Automatic 2024,Hyundai,Santa Fe,Signature,2024,Automatic,1," 559,000,000 "," 559,000,000 "," 559,000,000 ",736800000
Daihatsu Gran Max PU AC PS Manual 2019,Daihatsu,Gran Max,PU AC PS,2019,Manual,1," 124,000,000 "," 124,000,000 "," 124,000,000 ",143750000
Mercedes-Benz AMG CLA45 S 4MATIC+ Automatic 2023,Mercedes-Benz,AMG CLA45,S 4MATIC+,2023,Automatic,1," 1,199,000,000 "," 1,199,000,000 "," 1,199,000,000 ",
Toyota Yaris E Automatic 2017,Toyota,Yaris,E,2017,Automatic,1," 138,000,000 "," 138,000,000 "," 138,000,000 ",250200000
Toyota Kijang Minibus DLX Long (LSX) Manual 2004,Toyota,Kijang,Minibus DLX Long (LSX),2004,Manual,1," 67,000,000 "," 67,000,000 "," 67,000,000 ",
Mazda 323 XG-S Elite Manual 1988,Mazda,323 XG-S,Elite,1988,Manual,1," 24,000,000 "," 24,000,000 "," 24,000,000 ",
Toyota Corona EX-Saloon Manual 1990,Toyota,Corona,EX-Saloon,1990,Manual,1," 30,000,000 "," 30,000,000 "," 30,000,000 ",
Renault Triber RXZ Automatic 2022,Renault,Triber,RXZ,2022,Automatic,1," 129,000,000 "," 129,000,000 "," 129,000,000 ",187900000
Toyota Corolla Altis G Automatic 2010,Toyota,Corolla Altis,G,2010,Automatic,1," 124,000,000 "," 124,000,000 "," 124,000,000 ",346500000
Toyota Corolla SE-G Manual 1996,Toyota,Corolla,SE-G,1996,Manual,1," 66,000,000 "," 66,000,000 "," 66,000,000 ",
Ineos Grenadier Fieldmaster Edition 4WD Automatic 2023,Ineos,Grenadier,Fieldmaster Edition 4WD,2023,Automatic,1," 1,925,000,000 "," 1,925,000,000 "," 1,925,000,000 ",
Volkswagen Golf TSI (CBU) Automatic 2015,Volkswagen,Golf,TSI (CBU),2015,Automatic,1," 249,000,000 "," 249,000,000 "," 249,000,000 "," 458,000,000 "
BMW M235i xDrive Gran Coup̩ Automatic 2022,BMW,M235i,xDrive Gran Coup̩,2022,Automatic,1," 611,000,000 "," 611,000,000 "," 611,000,000 ",
MINI Cooper S Automatic 2011,MINI,Cooper,S,2011,Automatic,1," 385,000,000 "," 385,000,000 "," 385,000,000 ",
Mitsubishi Colt L300 Pick Up Flatbed Manual 1994,Mitsubishi,Colt L300,Pick Up Flatbed,1994,Manual,1," 70,000,000 "," 70,000,000 "," 70,000,000 ",
Suzuki Carry Futura Manual 1997,Suzuki,Carry,Futura,1997,Manual,1," 35,000,000 "," 35,000,000 "," 35,000,000 ",
Toyota Yaris GR Sport 3 AB ((1 Tone) Manual 2024,Toyota,Yaris,GR Sport 3 AB ((1 Tone),2024,Manual,1," 265,000,000 "," 265,000,000 "," 265,000,000 ",337200000
Isuzu Panther LV Manual 2017,Isuzu,Panther,LV,2017,Manual,1," 169,000,000 "," 169,000,000 "," 169,000,000 ",285900000
Hyundai Tucson GLS Automatic 2012,Hyundai,Tucson,GLS,2012,Automatic,1," 99,000,000 "," 99,000,000 "," 99,000,000 "," 310,500,000 "
Toyota Yaris GR Sport 3 AB (1 Tone) Automatic 2024,Toyota,Yaris,GR Sport 3 AB (1 Tone),2024,Automatic,1," 265,000,000 "," 265,000,000 "," 265,000,000 ",349500000
Toyota Kijang Innova V Automatic 2007,Toyota,Kijang Innova,V,2007,Automatic,1," 333,000,000 "," 333,000,000 "," 333,000,000 ",
Hyundai Atoz GLS Manual 2001,Hyundai,Atoz,GLS,2001,Manual,1," 46,000,000 "," 46,000,000 "," 46,000,000 ",
Honda Jazz RS Manual 2011,Honda,Jazz,RS,2011,Manual,1," 145,000,000 "," 145,000,000 "," 145,000,000 "," 208,000,000 "
Toyota Kijang Grand Extra SGX Manual 1994,Toyota,Kijang,Grand Extra SGX,1994,Manual,1," 42,000,000 "," 42,000,000 "," 42,000,000 ",
Daihatsu Ayla X ADS Automatic 2023,Daihatsu,Ayla,X ADS,2023,Automatic,1," 139,000,000 "," 139,000,000 "," 139,000,000 ",166900000
Daihatsu Xenia R Sporty Manual 2016,Daihatsu,Xenia,R Sporty,2016,Manual,1," 129,000,000 "," 129,000,000 "," 129,000,000 "," 190,250,000 "
Daihatsu Terios X ADS Manual 2023,Daihatsu,Terios,X ADS,2023,Manual,1," 210,000,000 "," 210,000,000 "," 210,000,000 ",240550000
Daihatsu Xenia X Deluxe Manual 2016,Daihatsu,Xenia,X Deluxe,2016,Manual,1," 129,000,000 "," 129,000,000 "," 129,000,000 "," 174,650,000 "
Suzuki SX4 RC1 Automatic 2012,Suzuki,SX4,RC1,2012,Automatic,1," 117,000,000 "," 117,000,000 "," 117,000,000 "," 215,000,000 "
Toyota Soluna XLi Manual 2000,Toyota,Soluna,XLi,2000,Manual,1," 58,000,000 "," 58,000,000 "," 58,000,000 ",
Chevrolet TRAX LTZ Automatic 2019,Chevrolet,TRAX,LTZ,2019,Automatic,1," 163,000,000 "," 163,000,000 "," 163,000,000 ",318000000
Nissan X-Trail XT Automatic 2006,Nissan,X-Trail,XT,2006,Automatic,1," 63,000,000 "," 63,000,000 "," 63,000,000 ",
Timor S515i B5 Manual 1997,Timor,S515i,B5,1997,Manual,1," 22,000,000 "," 22,000,000 "," 22,000,000 ",
Toyota Avanza S Automatic 2007,Toyota,Avanza,S,2007,Automatic,1," 99,000,000 "," 99,000,000 "," 99,000,000 ",147500000
Land Rover Range Rover P400 Vogue SE MHEV LWB 5 Seater Automatic 2022,Land Rover,Range Rover,P400 Vogue SE MHEV LWB 5 Seater,2022,Automatic,1," 2,500,000,000 "," 2,500,000,000 "," 2,500,000,000 ",
Mitsubishi Colt T120SS Pick Up Standard Manual 1995,Mitsubishi,Colt T120SS,Pick Up Standard,1995,Manual,1," 30,000,000 "," 30,000,000 "," 30,000,000 ",
Daihatsu Gran Max Blind Van AC Manual 2017,Daihatsu,Gran Max,Blind Van AC,2017,Manual,1," 95,000,000 "," 95,000,000 "," 95,000,000 ",139550000
Suzuki Ignis GL Automatic 2017,Suzuki,Ignis,GL,2017,Automatic,1," 120,000,000 "," 120,000,000 "," 120,000,000 ",149500000
Honda Jazz i-DSI Manual 2008,Honda,Jazz,i-DSI,2008,Manual,1," 85,000,000 "," 85,000,000 "," 85,000,000 ",189000000
Nissan Terrano Spirit S1 Manual 2004,Nissan,Terrano,Spirit S1,2004,Manual,1," 88,000,000 "," 88,000,000 "," 88,000,000 ",
Toyota Fortuner G 4X2 Automatic 2018,Toyota,Fortuner,G 4X2,2018,Automatic,1," 340,000,000 "," 340,000,000 "," 340,000,000 ",497300000
Nissan Livina VL Automatic 2023,Nissan,Livina,VL,2023,Automatic,1," 212,000,000 "," 212,000,000 "," 212,000,000 ",308500000
Isuzu Panther Hi-Sporty Manual 1996,Isuzu,Panther,Hi-Sporty,1996,Manual,1," 49,000,000 "," 49,000,000 "," 49,000,000 ",
Daihatsu Taft Hiline GTS Manual 1989,Daihatsu,Taft,Hiline GTS,1989,Manual,1," 82,000,000 "," 82,000,000 "," 82,000,000 ",
Isuzu Panther TBR 52 Chassis Panjang Automatic 1995,Isuzu,Panther,TBR 52 Chassis Panjang,1995,Automatic,1," 45,000,000 "," 45,000,000 "," 45,000,000 ",
Toyota Kijang Krista Long (Diesel) Manual 1997,Toyota,Kijang,Krista Long (Diesel),1997,Manual,1," 69,000,000 "," 69,000,000 "," 69,000,000 ",
Daihatsu Terios TX Adventure Manual 2012,Daihatsu,Terios,TX Adventure,2012,Manual,1," 125,000,000 "," 125,000,000 "," 125,000,000 "," 186,500,000 "
Suzuki Carry Super Carry Extra Manual 1994,Suzuki,Carry,Super Carry Extra,1994,Manual,1," 29,000,000 "," 29,000,000 "," 29,000,000 ",
Honda Jazz VTEC ABS/SRS Automatic 2006,Honda,Jazz,VTEC ABS/SRS,2006,Automatic,1," 90,000,000 "," 90,000,000 "," 90,000,000 ",176000000
Toyota Land Cruiser 200 VX Grade Automatic 2016,Toyota,Land Cruiser,200 VX Grade,2016,Automatic,1," 1,297,000,000 "," 1,297,000,000 "," 1,297,000,000 "," 1,940,000,000 "
Nissan X-Trail ST Automatic 2004,Nissan,X-Trail,ST,2004,Automatic,1," 79,000,000 "," 79,000,000 "," 79,000,000 ",
Toyota Land Cruiser Prado TX Automatic 2010,Toyota,Land Cruiser Prado,TX,2010,Automatic,1," 465,000,000 "," 465,000,000 "," 465,000,000 ",
Nissan Grand Livina X-Gear Automatic 2015,Nissan,Grand Livina,X-Gear,2015,Automatic,1," 138,000,000 "," 138,000,000 "," 138,000,000 "," 246,600,000 "
Toyota Corolla Altis G Automatic 2011,Toyota,Corolla Altis,G,2011,Automatic,1," 133,000,000 "," 133,000,000 "," 133,000,000 "," 356,500,000 "
Isuzu Panther New Super Manual 1998,Isuzu,Panther,New Super,1998,Manual,1," 62,000,000 "," 62,000,000 "," 62,000,000 ",
KIA Picanto SE 2 Automatic 2012,KIA,Picanto,SE 2,2012,Automatic,1," 93,000,000 "," 93,000,000 "," 93,000,000 "," 132,500,000 "
Daihatsu Xenia R SC Automatic 2024,Daihatsu,Xenia,R SC,2024,Automatic,1," 216,000,000 "," 216,000,000 "," 216,000,000 ",
Daihatsu Gran Max Blind Van Manual 2010,Daihatsu,Gran Max,Blind Van,2010,Manual,1," 75,000,000 "," 75,000,000 "," 75,000,000 ",93300000
Hyundai Atoz GLS Manual 2003,Hyundai,Atoz,GLS,2003,Manual,1," 50,000,000 "," 50,000,000 "," 50,000,000 ",
Jaguar X-Type V6 SE Automatic 2005,Jaguar,X-Type,V6 SE,2005,Automatic,1," 375,000,000 "," 375,000,000 "," 375,000,000 ",
Nissan X-Trail ST Automatic 2006,Nissan,X-Trail,ST,2006,Automatic,1," 70,000,000 "," 70,000,000 "," 70,000,000 ",
Suzuki Carry Extra Pick Up Manual 2006,Suzuki,Carry,Extra Pick Up,2006,Manual,1," 50,000,000 "," 50,000,000 "," 50,000,000 ",
Timor S515 B5C Manual 1999,Timor,S515,B5C,1999,Manual,1," 18,000,000 "," 18,000,000 "," 18,000,000 ",
BMW X4 xDrive28i M Sport Automatic 2015,BMW,X4,xDrive28i M Sport,2015,Automatic,1," 595,000,000 "," 595,000,000 "," 595,000,000 "," 1,099,000,000 "
BMW 840i Gran Coup̩ M Technic Automatic 2021,BMW,840i,Gran Coup̩ M Technic,2021,Automatic,1," 2,275,000,000 "," 2,275,000,000 "," 2,275,000,000 ",2879000000
Jeep Wrangler Renegade 2 Door Automatic 2013,Jeep,Wrangler,Renegade 2 Door,2013,Automatic,1," 949,000,000 "," 949,000,000 "," 949,000,000 ",
Toyota Vellfire ZG MODELLISTA Automatic 2018,Toyota,Vellfire,ZG MODELLISTA,2018,Automatic,1," 989,000,000 "," 989,000,000 "," 989,000,000 ",
Land Rover Discovery 3 TDV6 HSE Automatic 2008,Land Rover,Discovery 3,TDV6 HSE,2008,Automatic,1," 995,000,000 "," 995,000,000 "," 995,000,000 ",
Datsun GO T Manual 2018,Datsun,GO,T,2018,Manual,1," 85,000,000 "," 85,000,000 "," 85,000,000 ",112000000
Daihatsu Xenia M Sporty Manual 2012,Daihatsu,Xenia,M Sporty,2012,Manual,1," 100,000,000 "," 100,000,000 "," 100,000,000 "," 154,600,000 "
Daihatsu Terios Special Edition Automatic 2019,Daihatsu,Terios,Special Edition,2019,Automatic,1," 176,000,000 "," 176,000,000 "," 176,000,000 ",259900000
Toyota Land Cruiser 100 Automatic 2008,Toyota,Land Cruiser,100,2008,Automatic,1," 730,000,000 "," 730,000,000 "," 730,000,000 ",
Hyundai Tucson XG Automatic 2011,Hyundai,Tucson,XG,2011,Automatic,1," 115,000,000 "," 115,000,000 "," 115,000,000 ",
Mitsubishi Colt L300 Pick Up L/D Manual 2001,Mitsubishi,Colt L300,Pick Up L/D,2001,Manual,1," 90,000,000 "," 90,000,000 "," 90,000,000 ",
Daihatsu Xenia Xi Manual 2005,Daihatsu,Xenia,Xi,2005,Manual,1," 76,000,000 "," 76,000,000 "," 76,000,000 ",99400000
Toyota Avanza S Manual 2009,Toyota,Avanza,S,2009,Manual,1," 109,000,000 "," 109,000,000 "," 109,000,000 ",149200000
Lexus UX 200 Luxury Automatic 2020,Lexus,UX 200,Luxury,2020,Automatic,1," 523,000,000 "," 523,000,000 "," 523,000,000 ",885000000
Honda Jazz VTEC ABS/SRS Automatic 2008,Honda,Jazz,VTEC ABS/SRS,2008,Automatic,1," 112,000,000 "," 112,000,000 "," 112,000,000 ",201500000
Toyota Yaris S Manual 2009,Toyota,Yaris,S,2009,Manual,1," 108,000,000 "," 108,000,000 "," 108,000,000 ",202800000
Daihatsu Taft Rocky Manual 1997,Daihatsu,Taft,Rocky,1997,Manual,1," 144,000,000 "," 144,000,000 "," 144,000,000 ",
Toyota Kijang Innova G Lux Automatic 2008,Toyota,Kijang Innova,G Lux,2008,Automatic,1," 129,000,000 "," 129,000,000 "," 129,000,000 ",234900000
Toyota Corolla Altis V Automatic 2010,Toyota,Corolla Altis,V,2010,Automatic,1," 139,000,000 "," 139,000,000 "," 139,000,000 ",356500000
Datsun GO T-Option Manual 2018,Datsun,GO,T-Option,2018,Manual,1," 85,000,000 "," 85,000,000 "," 85,000,000 ",115000000
Toyota Kijang Innova E Manual 2005,Toyota,Kijang Innova,E,2005,Manual,1," 95,000,000 "," 95,000,000 "," 95,000,000 ",168900000
Hyundai Atoz GLS Automatic 2006,Hyundai,Atoz,GLS,2006,Automatic,1," 69,000,000 "," 69,000,000 "," 69,000,000 ",
Suzuki APV ARENA GX Manual 2009,Suzuki,APV,ARENA GX,2009,Manual,1," 97,500,000 "," 97,500,000 "," 97,500,000 ",136000000
Isuzu Panther LS Hi Grade Manual 2002,Isuzu,Panther,LS Hi Grade,2002,Manual,1," 100,000,000 "," 100,000,000 "," 100,000,000 ",
Mitsubishi Outlander PHEV Automatic 2020,Mitsubishi,Outlander,PHEV,2020,Automatic,1," 342,000,000 "," 342,000,000 "," 342,000,000 ",1311700000
Mitsubishi Pajero Sport Dakar Rockford Fosgate Black Edition Automatic 2019,Mitsubishi,Pajero Sport,Dakar Rockford Fosgate Black Edition,2019,Automatic,1," 475,000,000 "," 475,000,000 "," 475,000,000 ",559500000
Nissan X-Trail VL Automatic 2021,Nissan,X-Trail,VL,2021,Automatic,1," 299,000,000 "," 299,000,000 "," 299,000,000 ",553700000
Nissan Juke RX Red Edition Automatic 2014,Nissan,Juke,RX Red Edition,2014,Automatic,1," 149,000,000 "," 149,000,000 "," 149,000,000 "," 274,900,000 "
Nissan X-Trail ST Automatic 2008,Nissan,X-Trail,ST,2008,Automatic,1," 99,000,000 "," 99,000,000 "," 99,000,000 ",295000000
Mitsubishi Xpander Rockford Fosgate Black Edition Manual 2021,Mitsubishi,Xpander,Rockford Fosgate Black Edition,2021,Manual,1," 232,000,000 "," 232,000,000 "," 232,000,000 ",273900000
KIA Picanto OPT 2 Automatic 2007,KIA,Picanto,OPT 2,2007,Automatic,1," 69,000,000 "," 69,000,000 "," 69,000,000 ",
Isuzu Panther LS Manual 2005,Isuzu,Panther,LS,2005,Manual,1," 139,000,000 "," 139,000,000 "," 139,000,000 ",
Daihatsu Ayla X Airbag Manual 2017,Daihatsu,Ayla,X Airbag,2017,Manual,1," 106,000,000 "," 106,000,000 "," 106,000,000 ",120750000
Nissan Terrano Grandroad XTR Manual 2002,Nissan,Terrano,Grandroad XTR,2002,Manual,1," 93,000,000 "," 93,000,000 "," 93,000,000 ",
Toyota Avanza G Luxury Manual 2014,Toyota,Avanza,G Luxury,2014,Manual,1," 149,000,000 "," 149,000,000 "," 149,000,000 "," 189,900,000 "
KIA Picanto OPT 2 Automatic 2008,KIA,Picanto,OPT 2,2008,Automatic,1," 79,000,000 "," 79,000,000 "," 79,000,000 ",136000000
